id,sales
3001222,0.0
3001223,217.0
3001224,5.0
3001225,762.0
3001226,1150.0
3001227,241.0
3001228,149.0
3001229,46.489998
3001230,6114.0
3001231,17.0
3001232,0.0
3001233,20.0
3001234,22.0
3001235,0.0
3001236,211.0
3001237,11.0
3001238,211.0
3001239,5.0
3001240,211.0
3001241,0.0
3001242,185.605
3001243,211.0
3001244,2.0
3001245,6.0
3001246,72.079
3001247,13.0
3001248,3657.049
3001249,82.0
3001250,0.0
3001251,12.0
3001252,0.0
3001253,9.0
3001254,2936.0
3001255,0.0
3001256,608.0
3001257,11.0
3001258,891.0
3001259,1013.0
3001260,196.674
3001261,204.0
3001262,80.985
3001263,4042.0
3001264,34.0
3001265,4.0
3001266,19.0
3001267,28.0
3001268,0.0
3001269,305.0
3001270,10.0
3001271,22.0
3001272,13.0
3001273,220.0
3001274,5.0
3001275,490.262
3001276,200.0
3001277,4.0
3001278,9.0
3001279,607.132
3001280,101.118
3001281,3974.08
3001282,3116.372
3001283,17.968
3001284,11.0
3001285,0.0
3001286,8.0
3001287,4786.0
3001288,0.0
3001289,369.0
3001290,2.0
3001291,920.0
3001292,1332.0
3001293,978.497
3001294,78.0
3001295,63.768
3001296,4123.045
3001297,9.0
3001298,1.0
3001299,15.0
3001300,43.0
3001301,0.0
3001302,242.0
3001303,0.0
3001304,242.0
3001305,6.0
3001306,249.0
3001307,2.0
3001308,204.53
3001309,297.0
3001310,5.0
3001311,8.0
3001312,583.675
3001313,66.982
3001314,4870.852
3001315,97.0
3001316,5.0
3001317,12.0
3001318,0.0
3001319,3.0
3001320,3354.0
3001321,0.0
3001322,391.0
3001323,2.0
3001324,1208.0
3001325,1332.0
3001326,349.313
3001327,289.0
3001328,58.0
3001329,3958.714
3001330,16.0
3001331,0.0
3001332,25.0
3001333,24.0
3001334,0.0
3001335,231.0
3001336,1.0
3001337,236.0
3001338,6.0
3001339,181.0
3001340,2.0
3001341,127.016
3001342,176.0
3001343,3.0
3001344,13.0
3001345,397.632
3001346,143.073
3001347,3549.412
3001348,97.0
3001349,2.0
3001350,5.0
3001351,0.0
3001352,3.0
3001353,944.0
3001354,0.0
3001355,177.0
3001356,7.0
3001357,733.0
3001358,558.0
3001359,343.615
3001360,31.0
3001361,21.0
3001362,8747.0
3001363,12.0
3001364,2.0
3001365,41.0
3001366,19.0
3001367,0.0
3001368,192.0
3001369,1.0
3001370,192.0
3001371,3.0
3001372,180.001
3001373,0.0
3001374,113.887
3001375,143.0
3001376,0.0
3001377,10.0
3001378,193.754
3001379,47.0
3001380,4870.852
3001381,97.0
3001382,5.0
3001383,4.0
3001384,0.0
3001385,4.0
3001386,1640.0
3001387,0.0
3001388,269.187
3001389,4.0
3001390,679.0
3001391,850.0
3001392,251.726
3001393,44.0
3001394,75.844
3001395,2385.0
3001396,67.0
3001397,0.0
3001398,20.0
3001399,19.0
3001400,0.0
3001401,136.0
3001402,18.0
3001403,47.499
3001404,9.0
3001405,36.0
3001406,10.0
3001407,1152.162
3001408,201.0
3001409,4.0
3001410,2.0
3001411,409.97
3001412,22.795
3001413,1886.733
3001414,82.0
3001415,5.0
3001416,6.0
3001417,4.0
3001418,17.0
3001419,3504.0
3001420,0.0
3001421,947.65
3001422,13.0
3001423,1321.0
3001424,2172.0
3001425,279.42
3001426,297.0
3001427,218.396
3001428,3746.0
3001429,32.0
3001430,2.0
3001431,48.0
3001432,40.0
3001433,0.0
3001434,281.0
3001435,2.0
3001436,64.0
3001437,30.0
3001438,74.0
3001439,16.0
3001440,373.324
3001441,413.0
3001442,9.0
3001443,10.0
3001444,543.424
3001445,124.387
3001446,5683.854
3001447,3651.333
3001448,35.914
3001449,7.0
3001450,0.0
3001451,10.0
3001452,2505.0
3001453,0.0
3001454,385.94
3001455,22.0
3001456,321.0
3001457,568.0
3001458,343.615
3001459,100.0
3001460,76.0
3001461,1742.0
3001462,9.0
3001463,1.0
3001464,22.0
3001465,139.0
3001466,0.0
3001467,281.0
3001468,0.0
3001469,47.499
3001470,32.0
3001471,36.0
3001472,11.0
3001473,167.144
3001474,128.0
3001475,3.0
3001476,5.0
3001477,169.515
3001478,51.363
3001479,8003.299
3001480,1265.909
3001481,4.0
3001482,3.0
3001483,0.0
3001484,3.0
3001485,1384.0
3001486,0.0
3001487,215.0
3001488,22.0
3001489,372.0
3001490,286.0
3001491,100.003
3001492,21.0
3001493,42.746
3001494,2452.0
3001495,3.0
3001496,0.0
3001497,20.0
3001498,40.0
3001499,1.0
3001500,68.0
3001501,0.0
3001502,64.0
3001503,9.0
3001504,74.0
3001505,0.0
3001506,275.938
3001507,265.382
3001508,2.0
3001509,0.0
3001510,107.562996
3001511,10.0
3001512,3974.08
3001513,82.0
3001514,0.0
3001515,15.0
3001516,4.0
3001517,2.0
3001518,2842.0
3001519,0.0
3001520,621.936
3001521,4.0
3001522,1004.0
3001523,1402.0
3001524,248.118
3001525,229.0
3001526,91.0
3001527,2968.0
3001528,37.0
3001529,4.0
3001530,15.0
3001531,40.0
3001532,3.0
3001533,224.0
3001534,2.0
3001535,64.0
3001536,30.0
3001537,74.0
3001538,6.0
3001539,290.385
3001540,243.0
3001541,25.0
3001542,19.0
3001543,452.668
3001544,61.0
3001545,4328.68
3001546,3617.381
3001547,25.712
3001548,6.0
3001549,0.0
3001550,6.0
3001551,2588.0
3001552,0.0
3001553,479.0
3001554,25.0
3001555,1087.0
3001556,1332.0
3001557,382.626
3001558,85.0
3001559,71.835
3001560,5148.172
3001561,4.0
3001562,1.0
3001563,42.0
3001564,40.0
3001565,1.0
3001566,185.0
3001567,0.0
3001568,119.0
3001569,6.0
3001570,74.0
3001571,2.0
3001572,197.462
3001573,575.0
3001574,3.0
3001575,8.0
3001576,193.43399
3001577,72.643
3001578,2541.333
3001579,84.0
3001580,2.0
3001581,5.0
3001582,0.0
3001583,6.0
3001584,2588.0
3001585,0.0
3001586,479.0
3001587,25.0
3001588,771.0
3001589,1332.0
3001590,201.309
3001591,164.0
3001592,63.0
3001593,2917.68
3001594,13.0
3001595,2.0
3001596,15.0
3001597,40.0
3001598,0.0
3001599,211.0
3001600,0.0
3001601,64.0
3001602,6.0
3001603,74.0
3001604,2.0
3001605,94.808
3001606,519.0
3001607,0.0
3001608,9.0
3001609,171.69
3001610,52.825
3001611,2541.333
3001612,84.0
3001613,3.0
3001614,7.0
3001615,0.0
3001616,16.0
3001617,7876.0
3001618,0.0
3001619,1498.853
3001620,125.0
3001621,2198.0
3001622,2136.0
3001623,387.195
3001624,456.0
3001625,311.644
3001626,8852.0
3001627,68.0
3001628,2.0
3001629,81.0
3001630,133.0
3001631,0.0
3001632,441.0
3001633,46.0
3001634,47.0
3001635,38.0
3001636,412.0
3001637,24.0
3001638,610.756
3001639,412.0
3001640,12.0
3001641,19.0
3001642,1185.562
3001643,217.573
3001644,12519.739
3001645,7265.289
3001646,76.81
3001647,2.0
3001648,3.0
3001649,4.0
3001650,1236.0
3001651,0.0
3001652,148.0
3001653,12.0
3001654,733.0
3001655,545.0
3001656,315.505
3001657,329.0
3001658,29.0
3001659,1956.0
3001660,2.0
3001661,2.0
3001662,20.0
3001663,40.0
3001664,1.0
3001665,108.0
3001666,0.0
3001667,108.0
3001668,6.0
3001669,98.0
3001670,0.0
3001671,31.346
3001672,214.927
3001673,1.0
3001674,4.0
3001675,67.35
3001676,22.0
3001677,4305.22
3001678,82.0
3001679,2.0
3001680,6.0
3001681,0.0
3001682,6.0
3001683,1976.0
3001684,0.0
3001685,454.0
3001686,8.0
3001687,1036.0
3001688,1332.0
3001689,479.0
3001690,193.0
3001691,43.0
3001692,3958.714
3001693,11.0
3001694,0.0
3001695,25.0
3001696,28.0
3001697,1.0
3001698,239.0
3001699,0.0
3001700,239.0
3001701,6.0
3001702,268.0
3001703,3.0
3001704,344.58
3001705,297.0
3001706,1.0
3001707,5.0
3001708,301.108
3001709,77.84
3001710,2541.333
3001711,82.0
3001712,0.0
3001713,2.0
3001714,0.0
3001715,2.0
3001716,1236.0
3001717,0.0
3001718,84.0
3001719,1.0
3001720,733.0
3001721,564.0
3001722,315.505
3001723,140.0
3001724,11.0
3001725,1385.0
3001726,6.0
3001727,0.0
3001728,25.0
3001729,40.0
3001730,0.0
3001731,98.0
3001732,0.0
3001733,98.0
3001734,9.0
3001735,95.0
3001736,1.0
3001737,69.92
3001738,96.0
3001739,1.0
3001740,2.0
3001741,90.472
3001742,6.0
3001743,4328.68
3001744,82.0
3001745,0.0
3001746,5.0
3001747,0.0
3001748,2.0
3001749,1589.0
3001750,0.0
3001751,166.0
3001752,4.0
3001753,700.0
3001754,558.0
3001755,343.615
3001756,78.0
3001757,73.361
3001758,2903.0
3001759,5.0
3001760,0.0
3001761,15.0
3001762,128.0
3001763,0.0
3001764,197.0
3001765,0.0
3001766,26.0
3001767,5.0
3001768,26.0
3001769,2.0
3001770,210.265
3001771,231.0
3001772,0.0
3001773,3.0
3001774,583.675
3001775,43.0
3001776,4803.371
3001777,97.0
3001778,0.0
3001779,12.0
3001780,0.0
3001781,3.0
3001782,1976.0
3001783,0.0
3001784,669.0
3001785,18.0
3001786,704.0
3001787,1332.0
3001788,211.974
3001789,199.0
3001790,43.0
3001791,3958.714
3001792,14.0
3001793,1.0
3001794,79.0
3001795,43.0
3001796,1.0
3001797,255.0
3001798,0.0
3001799,255.0
3001800,8.0
3001801,255.0
3001802,1.0
3001803,191.918
3001804,296.0
3001805,0.0
3001806,4.0
3001807,116.527
3001808,35.999
3001809,4870.852
3001810,82.0
3001811,0.0
3001812,1.0
3001813,0.0
3001814,2.0
3001815,1489.0
3001816,0.0
3001817,74.0
3001818,1.0
3001819,700.0
3001820,493.0
3001821,87.0
3001822,178.0
3001823,38.0
3001824,1385.0
3001825,4.0
3001826,0.0
3001827,25.0
3001828,40.0
3001829,0.0
3001830,257.013
3001831,0.0
3001832,257.013
3001833,7.0
3001834,257.013
3001835,3.0
3001836,177.005
3001837,328.504
3001838,0.0
3001839,0.0
3001840,21.069
3001841,27.0
3001842,4328.68
3001843,82.0
3001844,0.0
3001845,4.0
3001846,0.0
3001847,6.0
3001848,1976.0
3001849,0.0
3001850,357.0
3001851,10.0
3001852,860.0
3001853,749.0
3001854,168.641
3001855,89.0
3001856,55.0
3001857,4599.053
3001858,10.0
3001859,0.0
3001860,20.0
3001861,40.0
3001862,0.0
3001863,240.0
3001864,0.0
3001865,72.0
3001866,22.0
3001867,31.0
3001868,3.0
3001869,191.04199
3001870,328.504
3001871,3.0
3001872,6.0
3001873,116.527
3001874,46.528
3001875,2889.672
3001876,84.0
3001877,3.0
3001878,2.0
3001879,0.0
3001880,6.0
3001881,2354.0
3001882,0.0
3001883,587.295
3001884,3.0
3001885,783.0
3001886,1402.0
3001887,315.505
3001888,140.0
3001889,95.0
3001890,4211.0
3001891,35.0
3001892,2.0
3001893,25.0
3001894,20.0
3001895,0.0
3001896,279.0
3001897,26.0
3001898,64.0
3001899,28.0
3001900,74.0
3001901,13.0
3001902,218.33301
3001903,519.0
3001904,12.0
3001905,16.0
3001906,316.89
3001907,73.832
3001908,3747.465
3001909,3617.381
3001910,25.712
3001911,7.0
3001912,0.0
3001913,17.0
3001914,1739.0
3001915,0.0
3001916,522.015
3001917,6.0
3001918,937.0
3001919,850.0
3001920,343.615
3001921,81.0
3001922,138.0
3001923,3306.0
3001924,32.0
3001925,1.0
3001926,31.0
3001927,128.0
3001928,3.0
3001929,236.0
3001930,36.0
3001931,62.0
3001932,7.0
3001933,62.0
3001934,14.0
3001935,173.985
3001936,400.0
3001937,11.0
3001938,17.0
3001939,132.544
3001940,65.03
3001941,4328.68
3001942,73.0
3001943,21.351
3001944,14.0
3001945,0.0
3001946,5.0
3001947,2810.0
3001948,0.0
3001949,683.0
3001950,20.0
3001951,1478.0
3001952,1099.0
3001953,221.332
3001954,157.0
3001955,61.0
3001956,1891.301
3001957,71.0
3001958,3.0
3001959,12.0
3001960,30.0
3001961,0.0
3001962,261.0
3001963,5.0
3001964,227.0
3001965,13.0
3001966,237.877
3001967,14.0
3001968,3937.502
3001969,250.0
3001970,6.0
3001971,11.0
3001972,251.043
3001973,44.0
3001974,3034.341
3001975,73.0
3001976,14.92
3001977,0.0
3001978,0.0
3001979,5.0
3001980,2968.0
3001981,0.0
3001982,278.259
3001983,6.0
3001984,602.0
3001985,701.0
3001986,230.691
3001987,188.0
3001988,74.126
3001989,2683.0
3001990,22.0
3001991,2.0
3001992,7.0
3001993,116.0
3001994,1.0
3001995,190.0
3001996,12.0
3001997,35.0
3001998,16.0
3001999,241.0
3002000,3.0
3002001,357.725
3002002,241.0
3002003,8.0
3002004,10.0
3002005,365.263
3002006,105.787
3002007,3974.08
3002008,3116.372
3002009,26.651001
3002010,2.0
3002011,0.0
3002012,4.0
3002013,3567.0
3002014,0.0
3002015,440.0
3002016,1.0
3002017,1976.0
3002018,979.0
3002019,214.0
3002020,206.0
3002021,70.462
3002022,6999.137
3002023,37.0
3002024,2.0
3002025,19.0
3002026,40.0
3002027,0.0
3002028,274.0
3002029,0.0
3002030,274.0
3002031,9.0
3002032,71.709
3002033,1.0
3002034,101.032
3002035,317.0
3002036,4.0
3002037,7.0
3002038,177.395
3002039,100.919
3002040,2606.681
3002041,73.0
3002042,0.0
3002043,11.0
3002044,0.0
3002045,17.0
3002046,4332.0
3002047,0.0
3002048,611.5
3002049,6.0
3002050,783.0
3002051,727.0
3002052,216.20801
3002053,101.0
3002054,69.0
3002055,3991.0
3002056,34.0
3002057,2.0
3002058,40.0
3002059,40.0
3002060,1.0
3002061,182.0
3002062,22.0
3002063,46.0
3002064,15.0
3002065,46.0
3002066,13.0
3002067,163.657
3002068,259.0
3002069,8.0
3002070,17.0
3002071,182.843
3002072,100.919
3002073,3442.222
3002074,73.0
3002075,7.0
3002076,3.0
3002077,0.0
3002078,4.0
3002079,3692.0
3002080,0.0
3002081,507.998
3002082,4.0
3002083,837.0
3002084,1402.0
3002085,315.505
3002086,101.0
3002087,95.0
3002088,3274.0
3002089,26.0
3002090,0.0
3002091,50.0
3002092,15.0
3002093,0.0
3002094,290.0
3002095,16.0
3002096,64.0
3002097,38.0
3002098,74.0
3002099,14.0
3002100,265.556
3002101,519.0
3002102,12.0
3002103,9.0
3002104,206.664
3002105,48.919
3002106,3442.222
3002107,3987.086
3002108,16.251999
3002109,10.0
3002110,0.0
3002111,6.0
3002112,4225.0
3002113,0.0
3002114,477.0
3002115,25.0
3002116,789.0
3002117,749.0
3002118,276.0
3002119,167.0
3002120,80.0
3002121,3077.0
3002122,4.0
3002123,1.0
3002124,13.0
3002125,15.0
3002126,1.0
3002127,244.0
3002128,0.0
3002129,119.0
3002130,49.0
3002131,74.0
3002132,1.0
3002133,176.043
3002134,519.0
3002135,0.0
3002136,4.0
3002137,239.972
3002138,98.609
3002139,2025.683
3002140,84.0
3002141,0.0
3002142,15.0
3002143,0.0
3002144,30.0
3002145,9517.0
3002146,0.0
3002147,1325.756
3002148,157.0
3002149,3699.0
3002150,2155.0
3002151,514.816
3002152,534.0
3002153,410.206
3002154,8062.0
3002155,101.0
3002156,12.0
3002157,68.0
3002158,113.0
3002159,0.0
3002160,677.0
3002161,18.0
3002162,35.0
3002163,61.0
3002164,333.0
3002165,20.0
3002166,758.783
3002167,447.0
3002168,32.0
3002169,34.0
3002170,1223.018
3002171,289.667
3002172,15679.264
3002173,575.0
3002174,80.24
3002175,11.0
3002176,0.0
3002177,30.0
3002178,5129.0
3002179,0.0
3002180,1255.614
3002181,59.0
3002182,2133.0
3002183,2148.0
3002184,673.734
3002185,379.0
3002186,204.0
3002187,9345.0
3002188,96.0
3002189,1.0
3002190,154.0
3002191,154.0
3002192,0.0
3002193,677.0
3002194,35.0
3002195,35.0
3002196,61.0
3002197,237.0
3002198,23.0
3002199,864.86
3002200,448.0
3002201,16.0
3002202,21.0
3002203,1135.775
3002204,219.66699
3002205,12169.133
3002206,575.0
3002207,54.839
3002208,7.0
3002209,0.0
3002210,9.0
3002211,4255.0
3002212,0.0
3002213,748.0
3002214,73.0
3002215,2836.0
3002216,2381.0
3002217,770.321
3002218,132.0
3002219,171.479
3002220,8458.0
3002221,48.0
3002222,2.0
3002223,52.0
3002224,58.0
3002225,0.0
3002226,677.0
3002227,474.0
3002228,48.0
3002229,8.0
3002230,162.0
3002231,15.0
3002232,972.00397
3002233,448.0
3002234,23.0
3002235,36.0
3002236,802.176
3002237,124.736
3002238,5038.175
3002239,575.0
3002240,24.545
3002241,14.0
3002242,0.0
3002243,9.0
3002244,7048.0
3002245,0.0
3002246,1054.31
3002247,73.0
3002248,1977.0
3002249,1977.0
3002250,643.495
3002251,552.0
3002252,195.419
3002253,8580.0
3002254,63.0
3002255,1.0
3002256,130.0
3002257,108.0
3002258,0.0
3002259,677.0
3002260,48.0
3002261,48.0
3002262,75.0
3002263,162.0
3002264,16.0
3002265,619.865
3002266,448.0
3002267,17.0
3002268,13.0
3002269,923.429
3002270,267.712
3002271,8664.516
3002272,575.0
3002273,65.72
3002274,8.0
3002275,0.0
3002276,9.0
3002277,4619.0
3002278,0.0
3002279,680.0
3002280,24.0
3002281,2785.0
3002282,1343.0
3002283,401.411
3002284,84.0
3002285,122.0
3002286,5124.0
3002287,57.0
3002288,0.0
3002289,42.0
3002290,50.0
3002291,0.0
3002292,357.0
3002293,33.0
3002294,48.0
3002295,10.0
3002296,162.0
3002297,10.0
3002298,619.865
3002299,448.0
3002300,26.0
3002301,38.0
3002302,523.861
3002303,83.312
3002304,6027.289
3002305,516.0
3002306,15.606
3002307,8.0
3002308,0.0
3002309,26.0
3002310,5811.0
3002311,0.0
3002312,1237.521
3002313,79.0
3002314,1763.0
3002315,2128.0
3002316,443.639
3002317,485.0
3002318,344.254
3002319,8142.0
3002320,95.0
3002321,3.0
3002322,64.0
3002323,50.0
3002324,2.0
3002325,355.0
3002326,26.0
3002327,537.0
3002328,10.0
3002329,385.0
3002330,23.0
3002331,767.027
3002332,537.0
3002333,32.0
3002334,27.0
3002335,1049.286
3002336,251.487
3002337,12169.133
3002338,192.0
3002339,70.875
3002340,31.0
3002341,1.0
3002342,5.0
3002343,2292.0
3002344,0.0
3002345,334.095
3002346,29.0
3002347,753.0
3002348,705.0
3002349,173.386
3002350,100.0
3002351,92.0
3002352,2980.0
3002353,91.0
3002354,6.0
3002355,26.0
3002356,32.0
3002357,0.0
3002358,169.0
3002359,161.0
3002360,230.0
3002361,8.0
3002362,193.0
3002363,15.0
3002364,233.83499
3002365,230.0
3002366,4.0
3002367,10.0
3002368,189.749
3002369,53.276
3002370,12519.739
3002371,2368.178
3002372,19.452
3002373,7.0
3002374,0.0
3002375,21.0
3002376,3402.0
3002377,0.0
3002378,564.458
3002379,193.0
3002380,1699.0
3002381,1343.0
3002382,443.639
3002383,87.0
3002384,95.520004
3002385,5647.0
3002386,68.0
3002387,1.0
3002388,28.0
3002389,51.0
3002390,0.0
3002391,468.0
3002392,10.0
3002393,537.0
3002394,10.0
3002395,385.0
3002396,13.0
3002397,425.802
3002398,537.0
3002399,14.0
3002400,15.0
3002401,463.126
3002402,94.967
3002403,5272.165
3002404,219.0
3002405,11.65
3002406,3.0
3002407,0.0
3002408,7.0
3002409,4541.0
3002410,0.0
3002411,917.581
3002412,16.0
3002413,1731.0
3002414,2763.0
3002415,346.109
3002416,429.0
3002417,252.239
3002418,4877.0
3002419,14.0
3002420,2.0
3002421,35.0
3002422,51.0
3002423,2.0
3002424,405.0
3002425,6.0
3002426,65.0
3002427,10.0
3002428,65.0
3002429,16.0
3002430,516.795
3002431,65.0
3002432,20.0
3002433,9.0
3002434,750.195
3002435,138.022
3002436,9553.308
3002437,219.0
3002438,27.779999
3002439,10.0
3002440,0.0
3002441,7.0
3002442,4541.0
3002443,0.0
3002444,1304.126
3002445,14.0
3002446,1479.0
3002447,1238.0
3002448,324.957
3002449,201.0
3002450,482.0
3002451,5377.0
3002452,22.0
3002453,1.0
3002454,22.0
3002455,51.0
3002456,0.0
3002457,405.0
3002458,10.0
3002459,65.0
3002460,10.0
3002461,65.0
3002462,11.0
3002463,421.807
3002464,65.0
3002465,16.0
3002466,27.0
3002467,456.397
3002468,104.418
3002469,12169.133
3002470,265.0
3002471,7.0
3002472,18.0
3002473,0.0
3002474,7.0
3002475,2003.0
3002476,0.0
3002477,611.5
3002478,3.0
3002479,1376.0
3002480,906.0
3002481,216.519
3002482,218.0
3002483,74.0
3002484,3274.0
3002485,12.0
3002486,3.0
3002487,21.0
3002488,128.0
3002489,0.0
3002490,266.0
3002491,13.0
3002492,97.0
3002493,17.0
3002494,31.0
3002495,7.0
3002496,291.986
3002497,406.0
3002498,5.0
3002499,2.0
3002500,192.897
3002501,106.472
3002502,3974.08
3002503,73.0
3002504,7.0
3002505,8.0
3002506,0.0
3002507,2.0
3002508,1592.0
3002509,0.0
3002510,34.0
3002511,7.0
3002512,691.0
3002513,683.0
3002514,27.0
3002515,47.0
3002516,43.0
3002517,4380.315
3002518,0.0
3002519,5.0
3002520,50.0
3002521,128.0
3002522,1.0
3002523,185.0
3002524,0.0
3002525,185.0
3002526,49.0
3002527,19.0
3002528,3.0
3002529,61.054
3002530,131.0
3002531,0.0
3002532,1.0
3002533,78.278
3002534,101.0
3002535,3442.222
3002536,73.0
3002537,3.0
3002538,3.0
3002539,0.0
3002540,10.0
3002541,3442.0
3002542,0.0
3002543,623.28
3002544,42.0
3002545,1234.0
3002546,1081.0
3002547,335.04
3002548,151.0
3002549,118.125
3002550,4996.0
3002551,24.0
3002552,1.0
3002553,20.0
3002554,37.0
3002555,0.0
3002556,218.0
3002557,18.0
3002558,317.0
3002559,16.0
3002560,264.0
3002561,2.0
3002562,452.046
3002563,361.0
3002564,12.0
3002565,15.0
3002566,831.164
3002567,102.341995
3002568,3974.08
3002569,2835.076
3002570,47.575
3002571,31.0
3002572,0.0
3002573,11.0
3002574,3831.0
3002575,1.0
3002576,578.09
3002577,25.0
3002578,1439.0
3002579,1969.0
3002580,230.691
3002581,350.0
3002582,235.351
3002583,3959.0
3002584,33.0
3002585,4.0
3002586,24.0
3002587,35.0
3002588,1.0
3002589,229.0
3002590,21.0
3002591,261.0
3002592,41.0
3002593,193.0
3002594,12.0
3002595,386.325
3002596,261.0
3002597,5.0
3002598,12.0
3002599,755.18
3002600,136.361
3002601,6540.218
3002602,5505.932
3002603,48.765
3002604,2.0
